"","boro","NEIGHBORHOOD","decile","COOPUNITKEY","GROSSCON","prediction","geometry"
"6104",1,1190,3,"101840003300000001-0000     1E",557230,555209.332780995,c(-73.961011400173, 40.7972322644848)
"6105",1,1270,1,"101471003600000001-0000     5B",322000,311821.961043859,c(-73.9526017544221, 40.7703300107425)
"6106",1,1271,10,"101576000100000001-0000    14A",2950000,3071981.22847834,c(-73.9499101872677, 40.771571692013)
"6107",1,1282,4,"101896000100000001-0000     7K",660000,609901.842971761,c(-73.9663648724547, 40.8075767651788)
"6108",1,1270,7,"101411004000000001-0000     5E",1270000,1333182.47527899,c(-73.9587721614039, 40.7728665960865)
"6109",3,3440,9,"301179006100000001-0000     2F",999000,654981.974478372,c(-73.9647192171383, 40.6726603585049)
"6110",1,1220,2,"100915003800000001-0000  0001J",415000,467154.62252392,c(-73.9762033131178, 40.7455448110019)
"6111",1,1281,3,"101250005100000001-0000     2A",515000,504788.30412183,c(-73.9777310222628, 40.7911099259726)
"6112",4,4220,6,"402252001000000001-0000    C49",330000,343217.177154236,c(-73.8370480609302, 40.7199761598417)
"6113",2,2030,2,"203313006900000001-0000     2D",165000,176734.586042442,c(-73.8852124167749, 40.8764332856087)
"6114",2,2300,8,"205901000100000001-0000     7M",358750,331632.215645386,c(-73.9145372157692, 40.8854677126167)
"6115",4,4390,4,"408374005600000002-3000   1317",295000,318456.670758144,c(-73.7248960232409, 40.7560788507832)
"6116",1,1270,10,"101393005200000001-0000    12E",3100000,3002681.37872589,c(-73.9619365656763, 40.7759317809235)
"6117",1,1271,1,"101567000600000001-0000     4C",317402,324929.658574631,c(-73.9481304252899, 40.7774841843255)
"6118",1,1120,9,"100568000600000001-0000     7A",2185000,1724344.82014461,c(-73.9947759732903, 40.7337442647897)
"6119",1,1270,9,"101390002700000001-0000     2E",1800000,1332699.87204425,c(-73.9632882509154, 40.7736787085333)
"6120",1,1201,9,"101365002000000001-0000   19CS",2475000,2357076.68146982,c(-73.9628523541684, 40.7553462616477)
"6121",4,4310,4,"411434010000000001-0000     4D",280000,268887.929929971,c(-73.8471153164034, 40.6670865765387)
"6122",4,4470,1,"403117002400000001-0000     5E",205000,209920.395733716,c(-73.8649222567593, 40.7255516130196)
"6123",3,3150,7,"301905000100000001-0000    116",600000,574694.188724159,c(-73.96519635708, 40.6925684261311)
"6124",4,4220,5,"402219000100000001-0000    306",310000,349367.345224545,c(-73.8450350597, 40.7247205292429)
"6125",1,1271,9,"101507004100000001-0000     5A",1775000,1907296.60406433,c(-73.953417308425, 40.7866057373782)
"6126",3,3400,3,"305495101400000001-0000     1B",320000,338228.463824342,c(-73.9705093414895, 40.619712401702)
"6127",3,3420,9,"300975005600000001-0000      3",1100000,1068902.59948241,c(-73.981749346578, 40.6723252838119)
"6128",3,3080,8,"308680000100000002-0000     6K",700000,630382.823381307,c(-73.9671095231509, 40.5754784913281)
"6129",4,4440,9,"407748050000000019-1000  19W3D",450000,458112.025054364,c(-73.7584927466073, 40.7372933036104)
"6130",1,1201,1,"101330000700000001-0000     3C",342500,391599.231156276,c(-73.9670616182532, 40.7594249184135)
"6131",1,1281,10,"101247000100000001-0000   006C",6375000,3489607.7933421,c(-73.9804005516228, 40.7893166735285)
"6132",4,4170,5,"401560000600000001-0000     4A",315000,329891.400189123,c(-73.8796336365338, 40.7427537525393)
"6133",3,3400,4,"306532007600000001-0000     3C",340000,351782.522454028,c(-73.9692334520516, 40.621100073322)
"6134",4,4470,5,"402093024500000004-0000     5F",300000,303801.484855836,c(-73.8592631495645, 40.7336443755107)
"6135",4,4210,9,"404343012500000003-0000     6G",439800,402904.198133236,c(-73.8283967772838, 40.7711019520587)
"6136",1,1201,2,"101363002700000001-0000     8E",490000,646942.564637296,c(-73.9635074191231, 40.7541492047429)
"6137",1,1120,8,"100555002800000001-0000     5H",1660000,1679776.8608337,c(-73.9895949646087, 40.7305811507183)
"6138",1,1280,9,"101184000700000001-0000    4AD",1950000,2357546.92792464,c(-73.9848494769427, 40.7802794007625)
"6139",3,3401,3,"307224005000000005-0000     4J",335000,364310.545943571,c(-73.9618188693742, 40.5882126558982)
"6140",1,1120,9,"100555000100000001-0000    21J",2200000,2214100.69809667,c(-73.9911001572126, 40.7311910220618)
"6141",1,1291,3,"102180063300000006-0000     2B",575000,527657.478308601,c(-73.9322126897869, 40.8586691321111)
"6142",1,1270,2,"101467000100000001-0000    15C",480000,447769.177960075,c(-73.955493735321, 40.767895602611)
"6143",1,1201,4,"101367003100000002-0000     9F",677500,845291.173956555,c(-73.9620591941249, 40.7568144897465)
"6144",3,3360,4,"306709000100000001-0000    302",352000,405963.049586431,c(-73.9604007240877, 40.6270757908804)
"6145",1,1270,10,"101399007400000001-0000    B08",4900000,2191212.92802133,c(-73.9667586305026, 40.766290626587)
"6146",3,3230,2,"305213002400000001-0000     3G",280000,342307.425332952,c(-73.9520259643735, 40.6401389803216)
"6147",1,1201,8,"101366002500000001-0000    16G",1400000,1390271.27304892,c(-73.962196455057, 40.7558814262349)
"6148",1,1270,4,"101473001800000001-0000     2N",649000,642819.863666865,c(-73.9514011434577, 40.7714445135704)
"6149",2,2300,8,"205799007300000001-0000     2M",380000,411523.807361887,c(-73.9099813577279, 40.8870640434396)
"6150",1,1271,4,"101555002300000001-0000     7G",670000,644255.23235577,c(-73.9467014930952, 40.7811837062279)
"6151",1,1030,7,"100790000100000001-0000     9M",1093663,1648387.46996166,c(-73.9990770486697, 40.7387520362848)
"6152",4,4420,1,"402945000100000001-0000     2F",183000,212349.252974985,c(-73.8727996043851, 40.7258383236991)
"6153",3,3020,6,"306040000100000001-0000    324",517000,438695.567994502,c(-74.0401255780593, 40.6244415074307)
"6154",1,1180,10,"100419004500000001-0000      2",3065500,2896284.3070342,c(-73.9921569628549, 40.7191120859766)
"6155",4,4140,1,"401727000800000006-0000     1A",125000,130717.67278606,c(-73.8562352648648, 40.7576018057688)
"6156",1,1201,1,"101333002300000001-0000   1303",281500,317465.903151747,c(-73.9708763719043, 40.7479861107679)
"6157",1,1060,5,"101067002800000001-0000     6F",750000,693945.517284638,c(-73.9859882550218, 40.7683363388224)
"6158",1,1220,8,"100913002800000001-0000    17B",1575000,809811.070966839,c(-73.9769676548699, 40.7438510105146)
"6159",4,4560,7,"400134004500000001-0000     3F",370000,388362.301165497,c(-73.9148167545556, 40.7450142509249)
"6160",1,1121,1,"100640004700000001-0000     3H",391257,450343.281516956,c(-74.0072698069208, 40.737363841228)
"6161",1,1100,5,"100817002900000001-0000    2UN",750000,732765.835296522,c(-73.9938596858644, 40.7374329047939)
"6162",2,2300,4,"205953024000000003-0000     5M",210000,225756.467189042,c(-73.9054208880704, 40.9092522950817)
"6163",3,3080,7,"308721036000000001-0000     7K",609000,568211.410132915,c(-73.9561833950735, 40.5766486069085)
"6164",1,1270,1,"101473001800000001-0000     3M",397995,482254.431123475,c(-73.9514011434577, 40.7714445135704)
"6165",1,1201,4,"101349004400000001-0000     4D",630000,554216.349555451,c(-73.9647459576356, 40.7587641077969)
"6166",4,4390,1,"40837300020000001-42000   1273",203000,255863.908072537,c(-73.7271989127368, 40.75544823012)
"6167",2,2380,1,"203398009700000001-0000     4I",85000,114509.427570822,c(-73.8625536014077, 40.8991315530946)
"6168",1,1120,10,"100576002500000001-0000     5C",2600000,2887255.3792566,c(-73.9955926175556, 40.7356121570992)
"6169",1,1220,1,"100891008300000001-0000     4C",355000,361849.651441072,c(-73.9799139661263, 40.7479145434458)
"6170",4,4210,5,"405192005500000001-0000     1M",320000,331930.878814757,c(-73.8210858191961, 40.7535726717825)
"6171",1,1220,3,"100864004100000001-0000     7D",532500,576676.98772149,c(-73.9812864251185, 40.7477314618161)
"6172",1,1030,1,"100742002200000001-0000     2F",375000,393503.567202358,c(-74.0016487602472, 40.7428865355778)
"6173",3,3020,6,"306099001300000001-0000   D710",475000,492102.060695791,c(-74.0397856665173, 40.6204433247294)
"6174",3,3180,6,"301180002700000001-0000      1",475000,486308.118026738,c(-73.9615846249438, 40.6718996477932)
"6175",2,2300,10,"205744004800000001-0000    615",630000,537997.997893341,c(-73.9206561402415, 40.8817826871702)
"6176",4,4170,4,"401560000100000003-0000     4D",288000,294261.999136475,c(-73.8795598236105, 40.7423393476809)
"6177",4,4050,10,"405938000500000001-0000     8N",525000,520475.533318189,c(-73.7758752818077, 40.7850229651994)
"6178",1,1140,3,"102243023000000003-0000    D24",550000,668004.455229593,c(-73.9164494598308, 40.8710296058766)
"6179",2,2200,9,"202461009400000001-0000     9D",389376,337505.89673358,c(-73.9201361445309, 40.8301511750641)
"6180",4,4460,3,"4079140002000002-102000   2020",255000,258407.687301875,c(-73.7438653541695, 40.7326859961419)
"6181",4,4210,5,"404285001000000012-0000     1G",315000,326512.918350316,c(-73.827187333436, 40.7746679600832)
"6182",1,1120,10,"100551000100000001-0000     35",5350000,3293577.02092645,c(-73.9970660283273, 40.73199801556)
"6183",3,3080,1,"308711001500000003-0000     5E",180000,175119.637433006,c(-73.9556477053831, 40.5818823218577)
"6184",1,1140,1,"102240002900000001-0000     1B",369000,402729.195417349,c(-73.9229053370555, 40.8683022723832)
"6185",1,1140,3,"102243031300000001-0000     7F",525000,480139.126109907,c(-73.9155406253883, 40.870891613564)
"6186",3,3080,6,"308680000100000001-0000     2O",480000,507073.614475817,c(-73.9671095231509, 40.5754784913281)
"6187",3,3420,10,"301068006100000001-0000      1",1325000,1201972.11377004,c(-73.9726852611111, 40.6720242815052)
"6188",4,4210,7,"405135005700000001-0000   002P",355000,337293.345886388,c(-73.8270062461384, 40.7549467566534)
"6189",1,1280,3,"101145006100000001-0000   1210",525000,606570.89813818,c(-73.9805033970055, 40.7795966608158)
"6190",1,1272,3,"101614000100000001-0000     6B",510000,608266.608134939,c(-73.9494446198283, 40.7955383209113)
"6191",1,1281,9,"101232005700000001-0000     7A",1995000,1855357.76821777,c(-73.977888274276, 40.7877581648431)
"6192",4,4220,7,"402212001400000001-0000    09G",350000,410620.190135173,c(-73.8457264069057, 40.7245165216658)
"6193",1,1271,1,"101568001500000001-0000     3D",328000,361517.777953815,c(-73.9468930655067, 40.777782330013)
"6194",4,4210,9,"405374001600000001-0000     3T",430000,404617.753750167,c(-73.8194318821809, 40.7587681336446)
"6195",3,3330,1,"306836005000000001-0000     2M",200000,195010.101393908,c(-73.9425741976353, 40.6058595258496)
"6196",2,2300,7,"205736000600000001-0000     3G",320000,395349.935358448,c(-73.9142807682951, 40.8824972573515)
"6197",1,1201,5,"101328002100000001-0000    27L",735000,681478.698094138,c(-73.9667925521844, 40.7578499401902)
"6198",4,4211,3,"40649400030000004-65000      A",262500,301477.114446077,c(-73.8291927436338, 40.729559793319)
"6199",4,4470,4,"402086005000000001-0000     8L",299000,303981.129900337,c(-73.8598809796084, 40.7322696134384)
"6200",4,4220,5,"402133001600000002-0000  T023K",320000,435099.617826358,c(-73.8508390529811, 40.7283478634108)
"6201",1,1201,2,"101330000700000001-0000     3A",400000,423016.605136686,c(-73.9670616182532, 40.7594249184135)
"6202",2,2300,9,"205743019800000001-0000    01E",408000,413060.937392183,c(-73.9203882259767, 40.8796382948568)
"6203",1,1270,8,"101424000600000001-0000     5C",1450000,1547757.16829943,c(-73.9611440148312, 40.7676854043373)
"6204",4,4220,5,"403334016300000001-0000     4O",305000,308427.857568787,c(-73.8359062145055, 40.7146763126628)
"6205",1,1270,8,"101427001800000001-0000    PHE",1410000,1211227.50586273,c(-73.9587390102857, 40.769273049662)
"6206",2,2300,4,"205738036600000001-0000     1D",205000,178729.634216131,c(-73.9111058094918, 40.8811253339318)
"6207",1,1120,9,"100561001400000001-0000     5J",1850000,1622614.03829881,c(-73.9925402462671, 40.731955351898)
"6208",3,3020,2,"305906001800000006-0000    225",260000,305561.933447927,c(-74.0307002586211, 40.634034060741)
"6209",3,3170,6,"307274000100000002-1000    16H",530500,368265.007992526,c(-73.9710655952564, 40.5789176473329)
"6210",1,1281,5,"101215003500000001-0000     6G",707500,680597.416629383,c(-73.9731661120698, 40.785773159705)
"6211",1,1270,2,"101421003700000001-0000     4J",458000,449326.35136972,c(-73.9621178649675, 40.7659749647744)
"6212",1,1220,2,"100909000100000001-0000     2L",475000,625737.158978107,c(-73.9802762865412, 40.7420132635997)
"6213",1,1280,8,"101162002900000001-0000     8C",1325000,1190797.45014831,c(-73.9827863563557, 40.7778001820537)
"6214",3,3440,9,"301172001900000001-0000     2A",935000,900959.337106677,c(-73.9681505527709, 40.673758613745)
"6215",1,1271,7,"101589004100000001-0000     2K",1075000,1126144.96230665,c(-73.9463515788784, 40.7719743858416)
"6216",1,1280,9,"101186004800000001-0000    1AA",2325000,1847609.84389796,c(-73.983009168814, 40.7840171227919)
"6217",4,4440,7,"407732015000000014-1000   144H",362000,339170.927878937,c(-73.7612725213745, 40.7382840957802)
"6218",4,4440,7,"407842003300000005-8000      A",350000,346211.596569265,c(-73.7462869655776, 40.7369103244734)
"6219",1,1100,8,"100817008500000001-0000     4E",1276543,968472.8869787,c(-73.9955297123488, 40.7383207979066)
"6220",3,3280,2,"306619000100000001-0000    B14",285000,300213.340540862,c(-73.9857443756585, 40.607140152278)
"6221",4,4440,4,"407842003300000004-7000      B",298000,278501.446078825,c(-73.7462869655776, 40.7369103244734)
"6222",3,3420,9,"301078000100000001-0000     4B",1200000,1241671.72690244,c(-73.9782276520143, 40.6706293372123)
"6223",1,1280,3,"101122004000000001-0000     4E",520000,523154.199017621,c(-73.9778745790304, 40.7750695110369)
"6224",4,4210,4,"404340001000000003-0000     2J",285000,274999.853390927,c(-73.8310512966612, 40.7707796940356)
"6225",3,3400,2,"306614001700000001-0000     3K",265000,272041.433009076,c(-73.9658739093247, 40.6113799559533)
"6226",4,4150,10,"408059000100000001-0000     F4",930000,711345.209296105,c(-73.7510065608525, 40.7716204189966)
"6227",4,4240,7,"408489000100000002-0000     1A",356967,338213.930366185,c(-73.7142119283782, 40.7567797984328)
"6228",4,4050,10,"405958007500000001-0000     5H",515000,452324.983073781,c(-73.7740050284115, 40.7808604028627)
"6229",1,1160,2,"100943000100000001-0000     5D",460000,505464.367206186,c(-73.9739854000801, 40.7467433901331)
"6230",1,1230,9,"100504001400000001-0000  0004B",1950000,2078831.26397965,c(-74.0031785778637, 40.7263995563696)
"6231",1,1271,3,"101556002300000001-0000     8K",565000,570425.464836716,c(-73.9462546867286, 40.7817804681218)
"6232",3,3020,6,"306111000100000001-0000     3O",514000,510745.743372224,c(-74.0386446499998, 40.6176540694144)
"6233",4,4390,1,"40834900360000001-26000     90",185000,227752.491266284,c(-73.7274347928341, 40.7603226530829)
"6234",1,1280,4,"101142004800000001-0000     6C",610000,701784.009653086,c(-73.9808787978399, 40.7771584885942)
"6235",1,1201,4,"101364000500000001-0000    1AB",675000,757156.304621169,c(-73.9642732328611, 40.7551225827802)
"6236",4,4210,5,"405137001100000001-0000    12C",307185,375975.161120853,c(-73.8249662673272, 40.7534095159253)
"6237",3,3020,5,"305889001400000002-0000     C9",430000,459191.541165091,c(-74.0310252645121, 40.6350028341372)
"6238",4,4370,3,"403322002400000003-0000     2B",265000,266662.261815453,c(-73.8329831364134, 40.706009586921)
"6239",1,1120,4,"100566001800000001-0000     4R",640000,1123464.57840325,c(-73.9949969035654, 40.7320770876281)
"6240",4,4210,2,"405145006800000001-0000     1M",234000,278034.094652963,c(-73.8214842258612, 40.7522200402777)
"6241",1,1271,9,"101590000800000001-0000    8AB",2250000,2269341.36980658,c(-73.9460610802924, 40.7725446302954)
"6242",3,3090,4,"300226001800000001-0000     3G",375000,751279.968841671,c(-73.9928794907159, 40.698664215992)
"6243",4,4220,8,"402144002000000001-0000     2B",397500,376485.374975952,c(-73.8515080749754, 40.7357612073667)
"6244",3,3500,8,"300739003000000001-0000     3C",799000,527486.183045906,c(-74.0054041278925, 40.6473315039096)
"6245",1,1120,2,"100573004300000001-0000   1225",495000,488168.753884551,c(-73.9963064633123, 40.7332486816949)
"6246",1,1110,6,"100877000900000001-0000     1K",825000,839250.802842019,c(-73.9862180248352, 40.7388683669395)
"6247",1,1281,8,"101205003400000001-0000     1L",1600000,1548994.89420057,c(-73.967267587453, 40.7891559041193)
"6248",4,4560,9,"400159002100000001-0000     2D",458000,442411.545397062,c(-73.9211655077436, 40.7466305396504)
"6249",4,4470,7,"403171001900000001-0000     1F",365000,401013.84618475,c(-73.8527977358175, 40.7258736983519)
"6250",3,3330,1,"306818006500000001-0000     2E",230000,243086.763035406,c(-73.9601962088414, 40.6036555731773)
"6251",2,2300,1,"205953024000000003-0000     4P",135000,152396.564049874,c(-73.9054208880704, 40.9092522950817)
"6252",1,1090,10,"100064000800000001-0000    17B",2700000,2676196.0418861,c(-74.0093794091113, 40.7088441435633)
"6253",3,3233,1,"304853002800000001-0000     5D",220000,311194.62176059,c(-73.9490536185786, 40.6538272812878)
"6254",3,3500,7,"300917002300000001-0000      H",655000,600574.230960962,c(-74.0034915343929, 40.6498283969352)
"6255",4,4050,3,"405872000200000002-0000    4J2",250000,291374.439568584,c(-73.7804074573752, 40.7813106843639)
"6256",4,4370,7,"403322012300000001-0000     5A",350000,363581.535317346,c(-73.8328778021958, 40.7052642113631)
"6257",3,3420,10,"300982001500000001-0000      3",1500000,1429392.07978954,c(-73.9828803546002, 40.6723134264531)
