TABLE_NAME,COLUMN_NAME,DESCRIPTION,TYPE,PRIMARY_KEY
CRDATA_LBX,GSF,NA,numeric,NA
CRDATA_LBX,LOTACRES,NA,numeric,NA
CRDATA_LBX,DISP_YRBLT,NA,numeric,NA
CRDATA_LBX,DISP_YRALTERED,NA,numeric,NA
CRDATA_LBX,DISP_STORY,NA,varchar,NA
CRDATA_LBX,DISP_NBHD,NA,varchar,NA
CRDATA_LBX,DISP_ENTITY,NA,varchar,NA
CRDATA_LBX,TAXCLASS,NA,varchar,NA
CRDATA_LBX,DISP_BCAT,NA,varchar,NA
CRDATA_LBX,BLD_FRNT,NA,numeric,NA
CRDATA_LBX,BLDG_HGHT,NA,varchar,NA
CRDATA_LBX,BCBCAT,NA,numeric,NA
CRDATA_LBX,ALTAGE,NA,numeric,NA
CRDATA_LK0,CRD_MNC,NA,numeric,NA
CRDATA_LK0,CRD_PID,NA,numeric,NA
CRDATA_LK0,CRD_BID,NA,numeric,NA
CRDATA_LK0,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LK0,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LK0,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LK0,CRD_GIM,NA,numeric,NA
CRDATA_LK0,CRD_X,NA,varchar,NA
CRDATA_LK0,CRD_Y,NA,varchar,NA
CRDATA_LK0,CRD_GBA,NA,numeric,NA
CRDATA_LK0,CRD_NBHD,NA,varchar,NA
CRDATA_LK0,CRD_ASSR_OVR,NA,float,NA
CRDATA_LK0,LOTACRES,NA,numeric,NA
CRDATA_LK0,GSF,NA,numeric,NA
CRDATA_LK0,DISP_BCAT,NA,varchar,NA
CRDATA_LK0,TAXCLASS,NA,varchar,NA
CRDATA_LK0,DISP_ENTITY,NA,varchar,NA
CRDATA_LK0,DISP_NBHD,NA,varchar,NA
CRDATA_LK0,DISP_STORY,NA,varchar,NA
CRDATA_LK0,DISP_YRALTERED,NA,numeric,NA
CRDATA_LK0,DISP_YRBLT,NA,numeric,NA
CRDATA_LK0,BLD_FRNT,NA,numeric,NA
CRDATA_LK0,BLDG_HGHT,NA,varchar,NA
CRDATA_LK0,ALTAGE,NA,numeric,NA
CRDATA_LK0,SSGROUP,NA,numeric,NA
CRDATA_LK0,BC_VALUE,NA,numeric,NA
CRDATA_LK0,BCAT_VALUE,NA,numeric,NA
CRDATA_LK7,CRD_MNC,NA,numeric,NA
CRDATA_LK7,CRD_PID,NA,numeric,NA
CRDATA_LK7,CRD_BID,NA,numeric,NA
CRDATA_LK7,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LK7,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LK7,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LK7,CRD_GIM,NA,numeric,NA
CRDATA_LK7,CRD_X,NA,varchar,NA
CRDATA_LK7,CRD_Y,NA,varchar,NA
CRDATA_LK7,CRD_GBA,NA,numeric,NA
CRDATA_LK7,CRD_NBHD,NA,varchar,NA
CRDATA_LK7,CRD_ASSR_OVR,NA,float,NA
CRDATA_LK7,GSF,NA,numeric,NA
CRDATA_LK7,LOTACRES,NA,numeric,NA
CRDATA_LK7,DISP_YRBLT,NA,numeric,NA
CRDATA_LK7,DISP_YRALTERED,NA,numeric,NA
CRDATA_LK7,DISP_STORY,NA,varchar,NA
CRDATA_LK7,DISP_NBHD,NA,varchar,NA
CRDATA_LK7,DISP_ENTITY,NA,varchar,NA
CRDATA_LK7,TAXCLASS,NA,varchar,NA
CRDATA_LK7,DISP_BCAT,NA,varchar,NA
CRDATA_LK7,BLD_FRNT,NA,numeric,NA
CRDATA_LK7,BLDG_HGHT,NA,varchar,NA
CRDATA_LK7,SSGROUP,NA,numeric,NA
CRDATA_LK7,ALTAGE,NA,numeric,NA
CRDATA_LK7,BC_VALUE,NA,numeric,NA
CRDATA_LK7,BCAT_VALUE,NA,numeric,NA
CRDATA_LK8,CRD_MNC,NA,numeric,NA
CRDATA_LK8,CRD_PID,NA,numeric,NA
CRDATA_LK8,CRD_BID,NA,numeric,NA
CRDATA_LK8,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LK8,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LK8,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LK8,CRD_GIM,NA,numeric,NA
CRDATA_LK8,CRD_X,NA,varchar,NA
CRDATA_LK8,CRD_Y,NA,varchar,NA
CRDATA_LK8,CRD_GBA,NA,numeric,NA
CRDATA_LK8,CRD_NBHD,NA,varchar,NA
CRDATA_LK8,CRD_ASSR_OVR,NA,float,NA
CRDATA_LK8,LOTACRES,NA,numeric,NA
CRDATA_LK8,DISP_YRBLT,NA,numeric,NA
CRDATA_LK8,DISP_YRALTERED,NA,numeric,NA
CRDATA_LK8,DISP_STORY,NA,varchar,NA
CRDATA_LK8,DISP_NBHD,NA,varchar,NA
CRDATA_LK8,DISP_ENTITY,NA,varchar,NA
CRDATA_LK8,TAXCLASS,NA,varchar,NA
CRDATA_LK8,DISP_BCAT,NA,varchar,NA
CRDATA_LK8,BLD_FRNT,NA,numeric,NA
CRDATA_LK8,BLDG_HGHT,NA,varchar,NA
CRDATA_LK8,SSGROUP,NA,numeric,NA
CRDATA_LK8,ALTAGE,NA,numeric,NA
CRDATA_LK8,BC_VALUE,NA,numeric,NA
CRDATA_LK8,BCAT_VALUE,NA,numeric,NA
CRDATA_LK8,GSF,NA,numeric,NA
CRDATA_LM0,CRD_MNC,NA,numeric,NA
CRDATA_LM0,CRD_PID,NA,numeric,NA
CRDATA_LM0,CRD_BID,NA,numeric,NA
CRDATA_LM0,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LM0,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LM0,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LM0,CRD_GIM,NA,numeric,NA
CRDATA_LM0,CRD_X,NA,varchar,NA
CRDATA_LM0,CRD_Y,NA,varchar,NA
CRDATA_LM0,CRD_GBA,NA,numeric,NA
CRDATA_LM0,CRD_NBHD,NA,varchar,NA
CRDATA_LM0,CRD_ASSR_OVR,NA,float,NA
CRDATA_LM0,LOTACRES,NA,numeric,NA
CRDATA_LM0,GSF,NA,numeric,NA
CRDATA_LM0,DISP_BCAT,NA,varchar,NA
CRDATA_LM0,TAXCLASS,NA,varchar,NA
CRDATA_LM0,DISP_ENTITY,NA,varchar,NA
CRDATA_LM0,DISP_NBHD,NA,varchar,NA
CRDATA_LM0,DISP_STORY,NA,varchar,NA
CRDATA_LM0,DISP_YRALTERED,NA,numeric,NA
CRDATA_LM0,DISP_YRBLT,NA,numeric,NA
CRDATA_LM0,BLD_FRNT,NA,numeric,NA
CRDATA_LM0,BLDG_HGHT,NA,varchar,NA
CRDATA_LM0,ALTAGE,NA,numeric,NA
CRDATA_LM0,SSGROUP,NA,numeric,NA
CRDATA_LM0,BC_VALUE,NA,numeric,NA
CRDATA_LM0,BCAT_VALUE,NA,numeric,NA
CRDATA_LM1,CRD_MNC,NA,numeric,NA
CRDATA_LM1,CRD_PID,NA,numeric,NA
CRDATA_LM1,CRD_BID,NA,numeric,NA
CRDATA_LM1,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LM1,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LM1,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LM1,CRD_GIM,NA,numeric,NA
CRDATA_LM1,CRD_X,NA,varchar,NA
CRDATA_LM1,CRD_Y,NA,varchar,NA
CRDATA_LM1,CRD_GBA,NA,numeric,NA
CRDATA_LM1,CRD_NBHD,NA,varchar,NA
CRDATA_LM1,CRD_ASSR_OVR,NA,float,NA
CRDATA_LM1,GSF,NA,numeric,NA
CRDATA_LM1,LOTACRES,NA,numeric,NA
CRDATA_LM1,DISP_YRBLT,NA,numeric,NA
CRDATA_LM1,DISP_YRALTERED,NA,numeric,NA
CRDATA_LM1,DISP_STORY,NA,varchar,NA
CRDATA_LM1,DISP_NBHD,NA,varchar,NA
CRDATA_LM1,DISP_ENTITY,NA,varchar,NA
CRDATA_LM1,TAXCLASS,NA,varchar,NA
CRDATA_LM1,DISP_BCAT,NA,varchar,NA
CRDATA_LM1,BLD_FRNT,NA,numeric,NA
CRDATA_LM1,BLDG_HGHT,NA,varchar,NA
CRDATA_LM1,SSGROUP,NA,numeric,NA
CRDATA_LM1,ALTAGE,NA,numeric,NA
CRDATA_LM1,BC_VALUE,NA,numeric,NA
CRDATA_LM1,BCAT_VALUE,NA,numeric,NA
CRDATA_LM7,CRD_MNC,NA,numeric,NA
CRDATA_LM7,CRD_PID,NA,numeric,NA
CRDATA_LM7,CRD_BID,NA,numeric,NA
CRDATA_LM7,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LM7,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LM7,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LM7,CRD_GIM,NA,numeric,NA
CRDATA_LM7,CRD_X,NA,varchar,NA
CRDATA_LM7,CRD_Y,NA,varchar,NA
CRDATA_LM7,CRD_GBA,NA,numeric,NA
CRDATA_LM7,CRD_NBHD,NA,varchar,NA
CRDATA_LM7,CRD_ASSR_OVR,NA,float,NA
CRDATA_LM7,GSF,NA,numeric,NA
CRDATA_LM7,LOTACRES,NA,numeric,NA
CRDATA_LM7,DISP_YRBLT,NA,numeric,NA
CRDATA_LM7,DISP_YRALTERED,NA,numeric,NA
CRDATA_LM7,DISP_STORY,NA,varchar,NA
CRDATA_LM7,DISP_NBHD,NA,varchar,NA
CRDATA_LM7,DISP_ENTITY,NA,varchar,NA
CRDATA_LM7,TAXCLASS,NA,varchar,NA
CRDATA_LM7,DISP_BCAT,NA,varchar,NA
CRDATA_LM7,BLD_FRNT,NA,numeric,NA
CRDATA_LM7,BLDG_HGHT,NA,varchar,NA
CRDATA_LM7,SSGROUP,NA,numeric,NA
CRDATA_LM7,ALTAGE,NA,numeric,NA
CRDATA_LM7,BC_VALUE,NA,numeric,NA
CRDATA_LM7,BCAT_VALUE,NA,numeric,NA
CRDATA_LM8,CRD_MNC,NA,numeric,NA
CRDATA_LM8,CRD_PID,NA,numeric,NA
CRDATA_LM8,CRD_BID,NA,numeric,NA
CRDATA_LM8,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LM8,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LM8,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LM8,CRD_GIM,NA,numeric,NA
CRDATA_LM8,CRD_X,NA,varchar,NA
CRDATA_LM8,CRD_Y,NA,varchar,NA
CRDATA_LM8,CRD_GBA,NA,numeric,NA
CRDATA_LM8,CRD_NBHD,NA,varchar,NA
CRDATA_LM8,CRD_ASSR_OVR,NA,float,NA
CRDATA_LM8,LOTACRES,NA,numeric,NA
CRDATA_LM8,DISP_YRBLT,NA,numeric,NA
CRDATA_LM8,DISP_YRALTERED,NA,numeric,NA
CRDATA_LM8,DISP_STORY,NA,varchar,NA
CRDATA_LM8,DISP_NBHD,NA,varchar,NA
CRDATA_LM8,DISP_ENTITY,NA,varchar,NA
CRDATA_LM8,TAXCLASS,NA,varchar,NA
CRDATA_LM8,DISP_BCAT,NA,varchar,NA
CRDATA_LM8,BLD_FRNT,NA,numeric,NA
CRDATA_LM8,BLDG_HGHT,NA,varchar,NA
CRDATA_LM8,SSGROUP,NA,numeric,NA
CRDATA_LM8,ALTAGE,NA,numeric,NA
CRDATA_LM8,BC_VALUE,NA,numeric,NA
CRDATA_LM8,BCAT_VALUE,NA,numeric,NA
CRDATA_LM8,GSF,NA,numeric,NA
CRDATA_LM9,CRD_MNC,NA,numeric,NA
CRDATA_LM9,CRD_PID,NA,numeric,NA
CRDATA_LM9,CRD_BID,NA,numeric,NA
CRDATA_LM9,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LM9,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LM9,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LM9,CRD_GIM,NA,numeric,NA
CRDATA_LM9,CRD_X,NA,varchar,NA
CRDATA_LM9,CRD_Y,NA,varchar,NA
CRDATA_LM9,CRD_GBA,NA,numeric,NA
CRDATA_LM9,CRD_NBHD,NA,varchar,NA
CRDATA_LM9,CRD_ASSR_OVR,NA,float,NA
CRDATA_LM9,LOTACRES,NA,numeric,NA
CRDATA_LM9,DISP_YRBLT,NA,numeric,NA
CRDATA_LM9,DISP_YRALTERED,NA,numeric,NA
CRDATA_LM9,DISP_STORY,NA,varchar,NA
CRDATA_LM9,DISP_NBHD,NA,varchar,NA
CRDATA_LM9,DISP_ENTITY,NA,varchar,NA
CRDATA_LM9,TAXCLASS,NA,varchar,NA
CRDATA_LM9,DISP_BCAT,NA,varchar,NA
CRDATA_LM9,BLD_FRNT,NA,numeric,NA
CRDATA_LM9,BLDG_HGHT,NA,varchar,NA
CRDATA_LM9,SSGROUP,NA,numeric,NA
CRDATA_LM9,ALTAGE,NA,numeric,NA
CRDATA_LM9,BC_VALUE,NA,numeric,NA
CRDATA_LM9,BCAT_VALUE,NA,numeric,NA
CRDATA_LM9,GSF,NA,numeric,NA
CRDATA_LOF,CRD_MNC,NA,numeric,NA
CRDATA_LOF,CRD_PID,NA,numeric,NA
CRDATA_LOF,CRD_BID,NA,numeric,NA
CRDATA_LOF,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LOF,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LOF,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LOF,CRD_GIM,NA,numeric,NA
CRDATA_LOF,CRD_X,NA,varchar,NA
CRDATA_LOF,CRD_Y,NA,varchar,NA
CRDATA_LOF,CRD_GBA,NA,numeric,NA
CRDATA_LOF,CRD_NBHD,NA,varchar,NA
CRDATA_LOF,CRD_ASSR_OVR,NA,float,NA
CRDATA_LOF,LOTACRES,NA,numeric,NA
CRDATA_LOF,DISP_YRBLT,NA,numeric,NA
CRDATA_LOF,DISP_YRALTERED,NA,numeric,NA
CRDATA_LOF,DISP_STORY,NA,varchar,NA
CRDATA_LOF,DISP_NBHD,NA,varchar,NA
CRDATA_LOF,DISP_ENTITY,NA,varchar,NA
CRDATA_LOF,TAXCLASS,NA,varchar,NA
CRDATA_LOF,DISP_BCAT,NA,varchar,NA
CRDATA_LOF,GSF,NA,numeric,NA
CRDATA_LOF,BCATLV,NA,float,NA
CRDATA_LOF,BLD_FRNT,NA,numeric,NA
CRDATA_LOF,EAGE,NA,float,NA
CRDATA_LOF,BLDG_HGHT,NA,varchar,NA
CRDATA_LOM,CRD_MNC,NA,numeric,NA
CRDATA_LOM,CRD_PID,NA,numeric,NA
CRDATA_LOM,CRD_BID,NA,numeric,NA
CRDATA_LOM,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LOM,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LOM,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LOM,CRD_GIM,NA,numeric,NA
CRDATA_LOM,CRD_X,NA,varchar,NA
CRDATA_LOM,CRD_Y,NA,varchar,NA
CRDATA_LOM,CRD_GBA,NA,numeric,NA
CRDATA_LOM,CRD_NBHD,NA,varchar,NA
CRDATA_LOM,CRD_ASSR_OVR,NA,float,NA
CRDATA_LOM,GSF,NA,numeric,NA
CRDATA_LOM,LOTACRES,NA,numeric,NA
CRDATA_LOM,DISP_YRBLT,NA,numeric,NA
CRDATA_LOM,DISP_YRALTERED,NA,numeric,NA
CRDATA_LOM,DISP_STORY,NA,varchar,NA
CRDATA_LOM,DISP_NBHD,NA,varchar,NA
CRDATA_LOM,DISP_ENTITY,NA,varchar,NA
CRDATA_LOM,TAXCLASS,NA,varchar,NA
CRDATA_LOM,DISP_BCAT,NA,varchar,NA
CRDATA_LOM,BLD_FRNT,NA,numeric,NA
CRDATA_LOM,BLDG_HGHT,NA,varchar,NA
CRDATA_LOM,BCBCAT,NA,numeric,NA
CRDATA_LOM,ALTAGE,NA,numeric,NA
CRDATA_LQ0,CRD_MNC,NA,numeric,NA
CRDATA_LQ0,CRD_PID,NA,numeric,NA
CRDATA_LQ0,CRD_BID,NA,numeric,NA
CRDATA_LQ0,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LQ0,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LQ0,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LQ0,CRD_GIM,NA,numeric,NA
CRDATA_LQ0,CRD_X,NA,varchar,NA
CRDATA_LQ0,CRD_Y,NA,varchar,NA
CRDATA_LQ0,CRD_GBA,NA,numeric,NA
CRDATA_LQ0,CRD_NBHD,NA,varchar,NA
CRDATA_LQ0,CRD_ASSR_OVR,NA,float,NA
CRDATA_LQ0,LOTACRES,NA,numeric,NA
CRDATA_LQ0,GSF,NA,numeric,NA
CRDATA_LQ0,DISP_BCAT,NA,varchar,NA
CRDATA_LQ0,TAXCLASS,NA,varchar,NA
CRDATA_LQ0,DISP_ENTITY,NA,varchar,NA
CRDATA_LQ0,DISP_NBHD,NA,varchar,NA
CRDATA_LQ0,DISP_STORY,NA,varchar,NA
CRDATA_LQ0,DISP_YRALTERED,NA,numeric,NA
CRDATA_LQ0,DISP_YRBLT,NA,numeric,NA
CRDATA_LQ0,BLD_FRNT,NA,numeric,NA
CRDATA_LQ0,BLDG_HGHT,NA,varchar,NA
CRDATA_LQ0,ALTAGE,NA,numeric,NA
CRDATA_LQ0,SSGROUP,NA,numeric,NA
CRDATA_LQ0,BC_VALUE,NA,numeric,NA
CRDATA_LQ0,BCAT_VALUE,NA,numeric,NA
CRDATA_LQ4,CRD_MNC,NA,numeric,NA
CRDATA_LQ4,CRD_PID,NA,numeric,NA
CRDATA_LQ4,CRD_BID,NA,numeric,NA
CRDATA_LQ4,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LQ4,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LQ4,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LQ4,CRD_GIM,NA,numeric,NA
CRDATA_LQ4,CRD_X,NA,varchar,NA
CRDATA_LQ4,CRD_Y,NA,varchar,NA
CRDATA_LQ4,CRD_GBA,NA,numeric,NA
CRDATA_LQ4,CRD_NBHD,NA,varchar,NA
CRDATA_LQ4,CRD_ASSR_OVR,NA,float,NA
CRDATA_LQ4,GSF,NA,numeric,NA
CRDATA_LQ4,LOTACRES,NA,numeric,NA
CRDATA_LQ4,DISP_YRBLT,NA,numeric,NA
CRDATA_LQ4,DISP_YRALTERED,NA,numeric,NA
CRDATA_LQ4,DISP_STORY,NA,varchar,NA
CRDATA_LQ4,DISP_NBHD,NA,varchar,NA
CRDATA_LQ4,DISP_ENTITY,NA,varchar,NA
CRDATA_LQ4,TAXCLASS,NA,varchar,NA
CRDATA_LQ4,DISP_BCAT,NA,varchar,NA
CRDATA_LQ4,BLD_FRNT,NA,numeric,NA
CRDATA_LQ4,BLDG_HGHT,NA,varchar,NA
CRDATA_LQ4,SSGROUP,NA,numeric,NA
CRDATA_LQ4,ALTAGE,NA,numeric,NA
CRDATA_LQ4,BC_VALUE,NA,numeric,NA
CRDATA_LQ4,BCAT_VALUE,NA,numeric,NA
CRDATA_LQ7,CRD_MNC,NA,numeric,NA
CRDATA_LQ7,CRD_PID,NA,numeric,NA
CRDATA_LQ7,CRD_BID,NA,numeric,NA
CRDATA_LQ7,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LQ7,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LQ7,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LQ7,CRD_GIM,NA,numeric,NA
CRDATA_LQ7,CRD_X,NA,varchar,NA
CRDATA_LQ7,CRD_Y,NA,varchar,NA
CRDATA_LQ7,CRD_GBA,NA,numeric,NA
CRDATA_LQ7,CRD_NBHD,NA,varchar,NA
CRDATA_LQ7,CRD_ASSR_OVR,NA,float,NA
CRDATA_LQ7,BC_VALUE,NA,numeric,NA
CRDATA_LQ7,BCAT_VALUE,NA,numeric,NA
CRDATA_LQ7,GSF,NA,numeric,NA
CRDATA_LQ7,LOTACRES,NA,numeric,NA
CRDATA_LQ7,DISP_YRBLT,NA,numeric,NA
CRDATA_LQ7,DISP_YRALTERED,NA,numeric,NA
CRDATA_LQ7,DISP_STORY,NA,varchar,NA
CRDATA_LQ7,DISP_NBHD,NA,varchar,NA
CRDATA_LQ7,DISP_ENTITY,NA,varchar,NA
CRDATA_LQ7,TAXCLASS,NA,varchar,NA
CRDATA_LQ7,DISP_BCAT,NA,varchar,NA
CRDATA_LQ7,BLD_FRNT,NA,numeric,NA
CRDATA_LQ7,BLDG_HGHT,NA,varchar,NA
CRDATA_LQ7,SSGROUP,NA,numeric,NA
CRDATA_LQ7,ALTAGE,NA,numeric,NA
CRDATA_LQ8,CRD_MNC,NA,numeric,NA
CRDATA_LQ8,CRD_PID,NA,numeric,NA
CRDATA_LQ8,CRD_BID,NA,numeric,NA
CRDATA_LQ8,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LQ8,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LQ8,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LQ8,CRD_GIM,NA,numeric,NA
CRDATA_LQ8,CRD_X,NA,varchar,NA
CRDATA_LQ8,CRD_Y,NA,varchar,NA
CRDATA_LQ8,CRD_GBA,NA,numeric,NA
CRDATA_LQ8,CRD_NBHD,NA,varchar,NA
CRDATA_LQ8,CRD_ASSR_OVR,NA,float,NA
CRDATA_LQ8,LOTACRES,NA,numeric,NA
CRDATA_LQ8,DISP_YRBLT,NA,numeric,NA
CRDATA_LQ8,DISP_YRALTERED,NA,numeric,NA
CRDATA_LQ8,DISP_STORY,NA,varchar,NA
CRDATA_LQ8,DISP_NBHD,NA,varchar,NA
CRDATA_LQ8,DISP_ENTITY,NA,varchar,NA
CRDATA_LQ8,TAXCLASS,NA,varchar,NA
CRDATA_LQ8,DISP_BCAT,NA,varchar,NA
CRDATA_LQ8,BLD_FRNT,NA,numeric,NA
CRDATA_LQ8,BLDG_HGHT,NA,varchar,NA
CRDATA_LQ8,SSGROUP,NA,numeric,NA
CRDATA_LQ8,ALTAGE,NA,numeric,NA
CRDATA_LQ8,BC_VALUE,NA,numeric,NA
CRDATA_LQ8,BCAT_VALUE,NA,numeric,NA
CRDATA_LQ8,GSF,NA,numeric,NA
CRDATA_LQU,CRD_MNC,NA,numeric,NA
CRDATA_LQU,CRD_PID,NA,numeric,NA
CRDATA_LQU,CRD_BID,NA,numeric,NA
CRDATA_LQU,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LQU,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LQU,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LQU,CRD_GIM,NA,numeric,NA
CRDATA_LQU,CRD_X,NA,varchar,NA
CRDATA_LQU,CRD_Y,NA,varchar,NA
CRDATA_LQU,CRD_GBA,NA,numeric,NA
CRDATA_LQU,CRD_NBHD,NA,varchar,NA
CRDATA_LQU,CRD_ASSR_OVR,NA,float,NA
CRDATA_LQU,GSF,NA,numeric,NA
CRDATA_LQU,LOTACRES,NA,numeric,NA
CRDATA_LQU,DISP_YRBLT,NA,numeric,NA
CRDATA_LQU,DISP_YRALTERED,NA,numeric,NA
CRDATA_LQU,DISP_STORY,NA,varchar,NA
CRDATA_LQU,DISP_NBHD,NA,varchar,NA
CRDATA_LQU,DISP_ENTITY,NA,varchar,NA
CRDATA_LQU,TAXCLASS,NA,varchar,NA
CRDATA_LQU,DISP_BCAT,NA,varchar,NA
CRDATA_LQU,BLD_FRNT,NA,numeric,NA
CRDATA_LQU,BLDG_HGHT,NA,varchar,NA
CRDATA_LQU,BCBCAT,NA,numeric,NA
CRDATA_LQU,ALTAGE,NA,numeric,NA
CRDATA_LX0,CRD_MNC,NA,numeric,NA
CRDATA_LX0,CRD_PID,NA,numeric,NA
CRDATA_LX0,CRD_BID,NA,numeric,NA
CRDATA_LX0,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LX0,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LX0,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LX0,CRD_GIM,NA,numeric,NA
CRDATA_LX0,CRD_X,NA,varchar,NA
CRDATA_LX0,CRD_Y,NA,varchar,NA
CRDATA_LX0,CRD_GBA,NA,numeric,NA
CRDATA_LX0,CRD_NBHD,NA,varchar,NA
CRDATA_LX0,CRD_ASSR_OVR,NA,float,NA
CRDATA_LX0,LOTACRES,NA,numeric,NA
CRDATA_LX0,GSF,NA,numeric,NA
CRDATA_LX0,DISP_BCAT,NA,varchar,NA
CRDATA_LX0,TAXCLASS,NA,varchar,NA
CRDATA_LX0,DISP_ENTITY,NA,varchar,NA
CRDATA_LX0,DISP_NBHD,NA,varchar,NA
CRDATA_LX0,DISP_STORY,NA,varchar,NA
CRDATA_LX0,DISP_YRALTERED,NA,numeric,NA
CRDATA_LX0,DISP_YRBLT,NA,numeric,NA
CRDATA_LX0,BLD_FRNT,NA,numeric,NA
CRDATA_LX0,BLDG_HGHT,NA,varchar,NA
CRDATA_LX0,ALTAGE,NA,numeric,NA
CRDATA_LX0,SSGROUP,NA,numeric,NA
CRDATA_LX0,BC_VALUE,NA,numeric,NA
CRDATA_LX0,BCAT_VALUE,NA,numeric,NA
CRDATA_LX7,CRD_MNC,NA,numeric,NA
CRDATA_LX7,CRD_PID,NA,numeric,NA
CRDATA_LX7,CRD_BID,NA,numeric,NA
CRDATA_LX7,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LX7,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LX7,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LX7,CRD_GIM,NA,numeric,NA
CRDATA_LX7,CRD_X,NA,varchar,NA
CRDATA_LX7,CRD_Y,NA,varchar,NA
CRDATA_LX7,CRD_GBA,NA,numeric,NA
CRDATA_LX7,CRD_NBHD,NA,varchar,NA
CRDATA_LX7,CRD_ASSR_OVR,NA,float,NA
CRDATA_LX7,GSF,NA,numeric,NA
CRDATA_LX7,LOTACRES,NA,numeric,NA
CRDATA_LX7,DISP_YRBLT,NA,numeric,NA
CRDATA_LX7,DISP_YRALTERED,NA,numeric,NA
CRDATA_LX7,DISP_STORY,NA,varchar,NA
CRDATA_LX7,DISP_NBHD,NA,varchar,NA
CRDATA_LX7,DISP_ENTITY,NA,varchar,NA
CRDATA_LX7,TAXCLASS,NA,varchar,NA
CRDATA_LX7,DISP_BCAT,NA,varchar,NA
CRDATA_LX7,BLD_FRNT,NA,numeric,NA
CRDATA_LX7,BLDG_HGHT,NA,varchar,NA
CRDATA_LX7,SSGROUP,NA,numeric,NA
CRDATA_LX7,ALTAGE,NA,numeric,NA
CRDATA_LX7,BC_VALUE,NA,numeric,NA
CRDATA_LX7,BCAT_VALUE,NA,numeric,NA
CRDATA_LX8,CRD_MNC,NA,numeric,NA
CRDATA_LX8,CRD_PID,NA,numeric,NA
CRDATA_LX8,CRD_BID,NA,numeric,NA
CRDATA_LX8,CRD_AGI_PGSF,NA,numeric,NA
CRDATA_LX8,CRD_EXP_PGSF,NA,numeric,NA
CRDATA_LX8,CRD_TOT_CAP,NA,numeric,NA
CRDATA_LX8,CRD_GIM,NA,numeric,NA
CRDATA_LX8,CRD_X,NA,varchar,NA
CRDATA_LX8,CRD_Y,NA,varchar,NA
CRDATA_LX8,CRD_GBA,NA,numeric,NA
CRDATA_LX8,CRD_NBHD,NA,varchar,NA
CRDATA_LX8,CRD_ASSR_OVR,NA,float,NA
CRDATA_LX8,LOTACRES,NA,numeric,NA
CRDATA_LX8,DISP_YRBLT,NA,numeric,NA
CRDATA_LX8,DISP_YRALTERED,NA,numeric,NA
CRDATA_LX8,DISP_STORY,NA,varchar,NA
