"","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMNS","COLUMN_NAMES","PREFIX","first_col","PRIMARY_KEYS"
"4114","IAS","IAS","REGIMP_HIST",128,"FROM_LSD, FROM_DLS_EXCEPTION, FROM_BLOCK, OVER_LENGTH_KM, START_PT, END_PT, PLUPDFACT, IDCFACT, COSTADJ, COST, REGTYPE, EXCIDC, DEPR, DEPRT, OVRRCNRSN, OVRRCN, ECNRSN, OBSRSN, FUNRSN, ECNDEP, OBSDEP, FUNDEP, COST_UPDCD, COST_SRC, COST_YR, EFFYR, YRBLT, CLSYR, SOURCE_DIV, DEPTID, DARK, INSTALL_CODE, FIBRE_NO, BUNDLE, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, STATUS, WENCALC, WHOCALC, WEN, WHO, SUPPRESS, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, NOTES, ABANDONED, SUSPENDED, ADJRCNLD, OVRRCNLD, RCNLD, RCN, KM, MILES, UNITS, RATE, CODE, IMPNUM, CUR, SEQ, LLINE, PARID, TAXYR, REGID, JUR, COST_ADJ_REASON, LEASEID, PTEST_DATE, SEGMENT_NUM, DESCR, MFDISTRICT, MFACCESS, AD_NUM, PIPELINE_STATUS, KM_MI, REPORTED_SPECS, TO_UTM_ZONE, TO_UTM_NORTHING, TO_UTM_EASTING, TO_UNIT, TO_TOWNSHIP, TO_SECTION, TO_RANGE, TO_QTR_UNIT, TO_NTS_EXCEPTION, TO_MAP_NUMBER, TO_LSD, TO_DLS_EXCEPTION, TO_BLOCK, FROM_UTM_ZONE, FROM_UTM_NORTHING, FROM_UTM_EASTING, FROM_UNIT, FROM_TOWNSHIP, FROM_SECTION, FROM_RANGE, FROM_QTR_UNIT, FROM_NTS_EXCEPTION, FROM_MAP_NUMBER",NA,NA,NA
"4115","IAS","IAS","REGIMP_IASW",128,"DEPRT, OVRRCNRSN, OVRRCN, ECNRSN, OBSRSN, FUNRSN, ECNDEP, OBSDEP, FUNDEP, COST_UPDCD, COST_SRC, COST_YR, EFFYR, YRBLT, CLSYR, SOURCE_DIV, DEPTID, DARK, INSTALL_CODE, FIBRE_NO, BUNDLE, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, STATUS, WENCALC, WHOCALC, WEN, WHO, SUPPRESS, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, NOTES, ABANDONED, SUSPENDED, ADJRCNLD, OVRRCNLD, RCNLD, RCN, KM, MILES, UNITS, RATE, CODE, IMPNUM, CUR, SEQ, LLINE, PARID, TAXYR, REGID, JUR, COST_ADJ_REASON, LEASEID, PTEST_DATE, SEGMENT_NUM, DESCR, MFDISTRICT, MFACCESS, AD_NUM, PIPELINE_STATUS, KM_MI, REPORTED_SPECS, TO_UTM_ZONE, TO_UTM_NORTHING, TO_UTM_EASTING, TO_UNIT, TO_TOWNSHIP, TO_SECTION, TO_RANGE, TO_QTR_UNIT, TO_NTS_EXCEPTION, TO_MAP_NUMBER, TO_LSD, TO_DLS_EXCEPTION, TO_BLOCK, FROM_UTM_ZONE, FROM_UTM_NORTHING, FROM_UTM_EASTING, FROM_UNIT, FROM_TOWNSHIP, FROM_SECTION, FROM_RANGE, FROM_QTR_UNIT, FROM_NTS_EXCEPTION, FROM_MAP_NUMBER, FROM_LSD, FROM_DLS_EXCEPTION, FROM_BLOCK, OVER_LENGTH_KM, START_PT, END_PT, PLUPDFACT, IDCFACT, COSTADJ, COST, REGTYPE, EXCIDC, DEPR",NA,NA,NA
"4116","IAS","IAS","REGINCOME",35,"WHO, TRANS_ID, IASW_ID, DEACTIVAT, UPD_STATUS, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, RETURNREQDT, RETURNRECDT, ADJINCCD, ADJINC, REPORTEDINC, THRESHINC, PRODYR, WEN, FARMVALOVR, FARMVAL, HECTARE, ACREOVR, ACRE, INCRATIO, CUR, SEQ, INCID, TAXYR, REGID, JUR",NA,NA,NA
"4117","IAS","IAS","REGINCOME_ALL",35,"USERVAL2, THRESHINC, ADJINC, USERVAL1, DEACTIVAT, SEQ, INCRATIO, ACREOVR, IASW_ID, FARMVALOVR, CUR, PRODYR, RETURNRECDT, USER5, ACRE, REPORTEDINC, USERVAL4, UPD_STATUS, INCID, ADJINCCD, USER1, FARMVAL, USER3, USER2, WHO, TRANS_ID, WEN, REGID, RETURNREQDT, USER4, HECTARE, TAXYR, JUR, USERVAL3, USERVAL5",NA,NA,NA
"4118","IAS","IAS","REGINCOME_HIST",35,"IASW_ID, DEACTIVAT, UPD_STATUS, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, RETURNREQDT, RETURNRECDT, ADJINCCD, ADJINC, REPORTEDINC, THRESHINC, PRODYR, FARMVALOVR, FARMVAL, HECTARE, ACREOVR, ACRE, INCRATIO, CUR, SEQ, INCID, TAXYR, REGID, JUR, WEN, WHO, TRANS_ID",NA,NA,NA
"4119","IAS","IAS","REGINCOME_IASW",35,"USER5, USER4, USER3, USER2, USER1, RETURNREQDT, RETURNRECDT, ADJINCCD, ADJINC, REPORTEDINC, THRESHINC, PRODYR, FARMVALOVR, FARMVAL, HECTARE, ACREOVR, ACRE, INCRATIO, CUR, SEQ, INCID, TAXYR, REGID, JUR, WEN, WHO, TRANS_ID, IASW_ID, DEACTIVAT, UPD_STATUS, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1",NA,NA,NA
"4120","IAS","IAS","REGINSTALL",7,"IASW_ID, WEN, WHO, COST, DESCR, CODE, VER",NA,NA,NA
"4121","IAS","IAS","REGINSTALL_AUD",9,"IASW_ID, WEN, WHO, COST, DESCR, CODE, VER, AUD_SEQ, AUD_OP",NA,NA,NA
"4122","IAS","IAS","REGLEASE",33,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, RPTUSE, RPTAREA, STARTDT, REQDT, RECDT, EXPDT, LEASEID, WEN, WHO, CUR, SEQ, REGID, TAXYR, JUR",NA,NA,NA
"4123","IAS","IAS","REGLEASE_ALL",33,"UDATE5, LEASEID, UPD_STATUS, TAXYR, UDATE1, USERVAL3, UDATE2, UDATE4, TRANS_ID, DEACTIVAT, IASW_ID, USERVAL2, UDATE3, JUR, RPTUSE, USERVAL1, USERVAL5, USER4, USER3, SEQ, WHO, WEN, STARTDT, RECDT, EXPDT, RPTAREA, USER2, CUR, REQDT, USER5, REGID, USER1, USERVAL4",NA,NA,NA
"4124","IAS","IAS","REGLEASE_HIST",33,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, RPTUSE, RPTAREA, STARTDT, REQDT, RECDT, EXPDT, LEASEID, WEN, WHO, CUR, SEQ, REGID, TAXYR, JUR",NA,NA,NA
"4125","IAS","IAS","REGLEASE_IASW",33,"UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, RPTUSE, RPTAREA, STARTDT, REQDT, RECDT, EXPDT, LEASEID, WEN, WHO, CUR, SEQ, REGID, TAXYR, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4",NA,NA,NA
"4126","IAS","IAS","REGMAST",90,"USER18, USER17, USER16, USER15, USER14, USER13, USER12, USER11, USER10, USER9, USER8, USER19, USER7, USER6, USER5, USER4, USER3, USER2, USER1, REMARKS, FARMLSREVDT, FARMSTATUS, FARMUSE, PLTOTBASECOST, PLIMPRCOUNT, PLDEPTCOUNT, PLTOTVAL, PLPRIMDIV, PLCATEGORY, PLTYPE, PLCLSYR, MFORREGION, MFORHRVREQDT, MFORHRVRECDT, MFORHARVEST, MFORCUTTIM, MFORTOTAREA, MFORTOTCTVAL, MFORTOTBLVAL, LINPROJECTNO, LINTOTVAL, LINTOTLNGTH, LINCONSTYR, LINCRS, DESCR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, MUNICD, AREACD, SEQ, REGTYPE, ALTID, TAXYR, JUR, REGID, FARMTIYEAR, FARMLSREVDTOVRFLAG, FARMDEVPLNDTOVRFLAG, FARMDEVPLNDT, CLASS, FARMTYPE, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER20",NA,NA,NA
"4127","IAS","IAS","REGMAST_ALL",90,"ALTID, PLTYPE, FARMDEVPLNDT, MFORHRVREQDT, PLTOTBASECOST, USERVAL4, USERVAL9, MFORHRVRECDT, MFORTOTCTVAL, CUR, USER15, UDATE8, WHOCALC, MFORTOTAREA, MFORHARVEST, PLDEPTCOUNT, USER1, USERVAL10, UDATE6, USERVAL8, PLPRIMDIV, PLCLSYR, USERVAL3, REGID, TAXYR, DESCR, USER19, UDATE7, USER13, MFORTOTBLVAL, WENCALC, USER11, USER3, USERVAL6, MUNICD, USERVAL7, PLIMPRCOUNT, FARMLSREVDTOVRFLAG, USER7, LINTOTLNGTH, USER17, JUR, LINCONSTYR, UDATE1, TRANS_ID, USER12, UDATE4, IASW_ID, CLASS, USER20, UPD_STATUS, DEACTIVAT, USER14, LINPROJECTNO, USERVAL5, LINCRS, FARMUSE, PLCATEGORY, USER5, PLTOTVAL, SEQ, WEN, FARMLSREVDT, USER4, STATUS, REMARKS, UDATE3, USER16, USERVAL1, REGTYPE, MFORREGION, UDATE2, LINTOTVAL, USERVAL2, FARMTYPE, USER8, FARMSTATUS, USER2, FARMDEVPLNDTOVRFLAG, WHO, UDATE9, FARMTIYEAR, UDATE5, AREACD, USER18, UDATE10, MFORCUTTIM, USER6, USER9, USER10",NA,NA,NA
"4128","IAS","IAS","REGMAST_HIST",90,"LINCONSTYR, LINCRS, DESCR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, MUNICD, AREACD, SEQ, REGTYPE, ALTID, TAXYR, JUR, REGID, FARMTIYEAR, FARMLSREVDTOVRFLAG, FARMDEVPLNDTOVRFLAG, FARMDEVPLNDT, CLASS, FARMTYPE, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER20, USER19, USER18, USER17, USER16, USER15, USER14, USER13, USER12, USER11, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, REMARKS, FARMLSREVDT, FARMSTATUS, FARMUSE, PLTOTBASECOST, PLIMPRCOUNT, PLDEPTCOUNT, PLTOTVAL, PLPRIMDIV, PLCATEGORY, PLTYPE, PLCLSYR, MFORREGION, MFORHRVREQDT, MFORHRVRECDT, MFORHARVEST, MFORCUTTIM, MFORTOTAREA, MFORTOTCTVAL, MFORTOTBLVAL, LINPROJECTNO, LINTOTVAL, LINTOTLNGTH",NA,NA,NA
"4129","IAS","IAS","REGMAST_IASW",90,"FARMTIYEAR, FARMLSREVDTOVRFLAG, FARMDEVPLNDTOVRFLAG, FARMDEVPLNDT, CLASS, FARMTYPE, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER20, USER19, USER18, USER17, USER16, USER15, USER14, USER13, USER12, USER11, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, REMARKS, FARMLSREVDT, FARMSTATUS, FARMUSE, PLTOTBASECOST, PLIMPRCOUNT, PLDEPTCOUNT, PLTOTVAL, PLPRIMDIV, PLCATEGORY, PLTYPE, PLCLSYR, MFORREGION, MFORHRVREQDT, MFORHRVRECDT, MFORHARVEST, MFORCUTTIM, MFORTOTAREA, MFORTOTCTVAL, MFORTOTBLVAL, LINPROJECTNO, LINTOTVAL, LINTOTLNGTH, LINCONSTYR, LINCRS, DESCR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, MUNICD, AREACD, SEQ, REGTYPE, ALTID, TAXYR, JUR, REGID",NA,NA,NA
"4130","IAS","IAS","REGMOD",13,"RANGE, WEN, WHO, IASW_ID, UNIT_TYPE, SUSPENDED_RATE, ABANDON_RATE, CR_RATE, DESCR, METHOD, CODE, LINCRS, VER",NA,NA,NA
"4131","IAS","IAS","REGMOD_AUD",15,"RANGE, WEN, WHO, IASW_ID, UNIT_TYPE, SUSPENDED_RATE, ABANDON_RATE, CR_RATE, DESCR, METHOD, CODE, LINCRS, VER, AUD_SEQ, AUD_OP",NA,NA,NA
"4132","IAS","IAS","REGNAME",68,"OWNNUM, TAXYR, REGID, JUR, WEN, WHO, TRANS_ID, IASW_ID, DEACTIVAT, UPD_STATUS, USER10, USER9, USER8, USER7, USER6, USER5, USER4, OWNSEQ, USER3, USER2, USER1, EMAIL, FAX, PHONE, ADDR5, ADDR4, ADDR3, ADDR2, ADDR1, DELINSTALLVAL, DELINSTALLTYPE, COMPARTMENT, SITE, DELMODVAL, DELMOD, FLOORNO, ZIP2, ZIP1, POSTALCODE, COUNTRY, STATECODE, CITYNAME, ADRSUF2, ADRSUF, ADRSTR, ADRDIR, ADRNO, ADRPRE, UNITNO, ADDRTYPE, CAREOF, ATTN, NAME2, NAME2_COMPANYNAME, NAME2_SUFFIX, NAME2_PREFIX, NAME2_MIDDLENAME, NAME2_LASTNAME, NAME2_FIRSTNAME, NAME1, NAME1_COMPANYNAME, NAME1_SUFFIX, NAME1_PREFIX, NAME1_MIDDLENAME, NAME1_LASTNAME, NAME1_FIRSTNAME, CUR, SEQ",NA,NA,NA
"4133","IAS","IAS","REGNAME_ALL",68,"STATECODE, COUNTRY, FAX, OWNNUM, NAME2_MIDDLENAME, UPD_STATUS, NAME2_PREFIX, NAME2, WHO, DELINSTALLTYPE, NAME2_SUFFIX, EMAIL, ADRDIR, SITE, USER7, DELINSTALLVAL, SEQ, CUR, USER8, USER5, ADDR4, CAREOF, USER10, NAME1_FIRSTNAME, DEACTIVAT, ADRNO, PHONE, UNITNO, ADDR5, ADRSUF, NAME1_MIDDLENAME, POSTALCODE, NAME1_LASTNAME, USER1, IASW_ID, ADDR3, NAME1, REGID, ADDR1, USER9, OWNSEQ, TAXYR, COMPARTMENT, ADDRTYPE, USER3, NAME2_LASTNAME, ZIP1, NAME1_COMPANYNAME, USER6, USER2, DELMODVAL, WEN, NAME2_COMPANYNAME, ATTN, ADRPRE, CITYNAME, ADRSUF2, DELMOD, NAME1_SUFFIX, ADRSTR, ZIP2, ADDR2, NAME1_PREFIX, USER4, TRANS_ID, NAME2_FIRSTNAME, FLOORNO, JUR",NA,NA,NA
"4134","IAS","IAS","REGNAME_HIST",68,"WEN, WHO, TRANS_ID, IASW_ID, DEACTIVAT, UPD_STATUS, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, EMAIL, FAX, PHONE, ADDR5, ADDR4, ADDR3, ADDR2, ADDR1, DELINSTALLVAL, DELINSTALLTYPE, COMPARTMENT, SITE, DELMODVAL, DELMOD, FLOORNO, ZIP2, ZIP1, POSTALCODE, COUNTRY, STATECODE, CITYNAME, ADRSUF2, ADRSUF, ADRSTR, ADRDIR, ADRNO, ADRPRE, UNITNO, ADDRTYPE, CAREOF, ATTN, NAME2, NAME2_COMPANYNAME, NAME2_SUFFIX, NAME2_PREFIX, NAME2_MIDDLENAME, NAME2_LASTNAME, NAME2_FIRSTNAME, NAME1, NAME1_COMPANYNAME, NAME1_SUFFIX, NAME1_PREFIX, NAME1_MIDDLENAME, NAME1_LASTNAME, NAME1_FIRSTNAME, CUR, SEQ, OWNSEQ, OWNNUM, TAXYR, REGID, JUR",NA,NA,NA
"4135","IAS","IAS","REGNAME_IASW",68,"WEN, WHO, TRANS_ID, IASW_ID, DEACTIVAT, UPD_STATUS, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, EMAIL, FAX, PHONE, ADDR5, ADDR4, ADDR3, ADDR2, ADDR1, DELINSTALLVAL, DELINSTALLTYPE, COMPARTMENT, SITE, DELMODVAL, DELMOD, FLOORNO, ZIP2, ZIP1, POSTALCODE, COUNTRY, STATECODE, CITYNAME, ADRSUF2, ADRSUF, ADRSTR, ADRDIR, ADRNO, ADRPRE, UNITNO, ADDRTYPE, CAREOF, ATTN, NAME2, NAME2_COMPANYNAME, NAME2_SUFFIX, NAME2_PREFIX, NAME2_MIDDLENAME, NAME2_LASTNAME, NAME2_FIRSTNAME, NAME1, NAME1_COMPANYNAME, NAME1_SUFFIX, NAME1_PREFIX, NAME1_MIDDLENAME, NAME1_LASTNAME, NAME1_FIRSTNAME, CUR, SEQ, OWNSEQ, OWNNUM, TAXYR, REGID, JUR",NA,NA,NA
"4136","IAS","IAS","REGPLAN",34,"USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, TASK_STATUS, TASK_COMP_DATE, ACTION_REQ, TASK, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TASKID, TAXYR, REGID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4",NA,NA,NA
"4137","IAS","IAS","REGPLAN_ALL",34,"SEQ, UDATE5, TASK_STATUS, USERVAL1, STATUS, UDATE2, USERVAL5, DEACTIVAT, UDATE4, USERVAL2, WHOCALC, USER4, JUR, TAXYR, USER1, UDATE3, USERVAL3, REGID, TASK_COMP_DATE, ACTION_REQ, TRANS_ID, UPD_STATUS, WHO, USER3, TASKID, WENCALC, UDATE1, CUR, TASK, WEN, USER5, IASW_ID, USERVAL4, USER2",NA,NA,NA
"4138","IAS","IAS","REGPLAN_HIST",34,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, TASK_STATUS, TASK_COMP_DATE, ACTION_REQ, TASK, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TASKID, TAXYR, REGID, JUR",NA,NA,NA
"4139","IAS","IAS","REGPLAN_IASW",34,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER5, USER4, USER3, USER2, USER1, TASK_STATUS, TASK_COMP_DATE, ACTION_REQ, TASK, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TASKID, TAXYR, REGID, JUR",NA,NA,NA
"4140","IAS","IAS","REGPLUPD",9,"PLTYPE, WEN, WHO, IASW_ID, FACT, COST_YR, DESCR, CODE, VER",NA,NA,NA
"4141","IAS","IAS","REGPLUPD_AUD",11,"PLTYPE, WEN, WHO, IASW_ID, FACT, COST_YR, DESCR, CODE, VER, AUD_SEQ, AUD_OP",NA,NA,NA
"4142","IAS","IAS","REGTIMBER",16,"LLINE, MFDISTRICT, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, LOGGED, SPECIES, GRADE, WEN, WHO, CUR, SEQ, REGID, TAXYR, JUR",NA,NA,NA
"4143","IAS","IAS","REGTIMBERMOD",9,"MFACCESS, IASW_ID, WEN, WHO, RATE, GRADE, SPECIES, DIST, VER",NA,NA,NA
"4144","IAS","IAS","REGTIMBER_ALL",16,"GRADE, REGID, CUR, SEQ, WEN, TAXYR, UPD_STATUS, DEACTIVAT, WHO, IASW_ID, LOGGED, TRANS_ID, SPECIES, MFDISTRICT, JUR, LLINE",NA,NA,NA
"4145","IAS","IAS","REGTIMBER_HIST",16,"REGID, TAXYR, JUR, LLINE, MFDISTRICT, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, LOGGED, SPECIES, GRADE, WEN, WHO, CUR, SEQ",NA,NA,NA
"4146","IAS","IAS","REGTIMBER_IASW",16,"TAXYR, JUR, LLINE, MFDISTRICT, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, LOGGED, SPECIES, GRADE, WEN, WHO, CUR, SEQ, REGID",NA,NA,NA
"4147","IAS","IAS","REMISSYR_NYC",78,"USERVAL4, USERVAL3, USERVAL2, USERVAL1, FLAG5, FLAG4, FLAG3, FLAG2, FLAG1, POSTING_PERS, COOP_NUM, NEWSCHACTT, NEWSCHACTL, NEWSCHTRNT, NEWSCHTRNL, OLDSCHACTT, OLDSCHTRNT, PERIOD, EX_COUNT, NEWABTAMT, NEWTAXAMT, NEWTAXBILL, NEWACTEXT, NEWACTEXL, NEWACTAVT, NEWACTAVL, NEWTRNEXT, NEWTRNEXL, NEWTRNAVT, NEWTRNAVL, OLDABTAMT, OLDTAXAMT, OLDTAXBILL, OLDACTEXT, OLDACTEXL, OLDACTAVT, OLDACTAVL, OLDTRNEXT, OLDTRNEXL, OLDTRNAVT, OLDTRNAVL, NEWREMINCB, NEWREMINCL, NEWREMDECB, NEWREMDECL, NEWREMEQLB, NEWREMEQLL, ATTYFLAG, AGENT, BLDGCL, TAXCL_NEW, TAXCL_ORIG, REM_TYPE, STATUS, WEN, WHO, CUR, SEQ, TAXYR, CASENO, TRKNO, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5",NA,NA,NA
"4148","IAS","IAS","REMISSYR_NYC_ALL",78,"USERVAL9, IASW_ID, NEWACTEXT, PARID, NEWTAXAMT, USERVAL3, TAXCL_NEW, USERVAL7, NEWSCHACTT, REM_TYPE, NEWABTAMT, TAXYR, UDATE3, OLDSCHTRNT, PERIOD, USERVAL4, NEWREMEQLB, NEWTRNEXT, NEWSCHACTL, UPD_STATUS, NEWREMDECL, FLAG4, FLAG3, USERVAL6, USERVAL8, OLDTRNEXL, FLAG1, NEWSCHTRNL, NEWREMDECB, CASENO, CUR, UDATE4, COOP_NUM, USERVAL10, NEWTRNEXL, OLDACTAVL, OLDACTEXT, EX_COUNT, NEWTRNAVL, OLDTRNAVT, OLDTRNEXT, NEWREMEQLL, OLDTAXBILL, OLDACTAVT, NEWTAXBILL, TRANS_ID, ATTYFLAG, TAXCL_ORIG, FLAG5, UDATE1, NEWACTEXL, FLAG2, POSTING_PERS, OLDSCHACTT, WHO, STATUS, AGENT, NEWACTAVL, USERVAL1, SEQ, OLDABTAMT, NEWREMINCB, USERVAL2, DEACTIVAT, TRKNO, USERVAL5, UDATE2, NEWSCHTRNT, UDATE5, NEWACTAVT, NEWTRNAVT, OLDTRNAVL, NEWREMINCL, BLDGCL, JUR, OLDACTEXL, OLDTAXAMT, WEN",NA,NA,NA
"4149","IAS","IAS","REMISSYR_NYC_HIST",78,"NEWREMDECB, NEWREMDECL, NEWREMEQLB, NEWREMEQLL, ATTYFLAG, AGENT, BLDGCL, TAXCL_NEW, TAXCL_ORIG, REM_TYPE, STATUS, WEN, WHO, CUR, SEQ, TAXYR, CASENO, TRKNO, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, FLAG5, FLAG4, FLAG3, FLAG2, FLAG1, POSTING_PERS, COOP_NUM, NEWSCHACTT, NEWSCHACTL, NEWSCHTRNT, NEWSCHTRNL, OLDSCHACTT, OLDSCHTRNT, PERIOD, EX_COUNT, NEWABTAMT, NEWTAXAMT, NEWTAXBILL, NEWACTEXT, NEWACTEXL, NEWACTAVT, NEWACTAVL, NEWTRNEXT, NEWTRNEXL, NEWTRNAVT, NEWTRNAVL, OLDABTAMT, OLDTAXAMT, OLDTAXBILL, OLDACTEXT, OLDACTEXL, OLDACTAVT, OLDACTAVL, OLDTRNEXT, OLDTRNEXL, OLDTRNAVT, OLDTRNAVL, NEWREMINCB, NEWREMINCL",NA,NA,NA
"4150","IAS","IAS","REMISSYR_NYC_IASW",78,"TRANS_ID, IASW_ID, DEACTIVAT, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, FLAG5, FLAG4, FLAG3, FLAG2, FLAG1, POSTING_PERS, COOP_NUM, NEWSCHACTT, NEWSCHACTL, NEWSCHTRNT, NEWSCHTRNL, OLDSCHACTT, OLDSCHTRNT, PERIOD, EX_COUNT, NEWABTAMT, NEWTAXAMT, NEWTAXBILL, NEWACTEXT, NEWACTEXL, NEWACTAVT, NEWACTAVL, NEWTRNEXT, NEWTRNEXL, NEWTRNAVT, NEWTRNAVL, OLDABTAMT, OLDTAXAMT, OLDTAXBILL, OLDACTEXT, OLDACTEXL, OLDACTAVT, OLDACTAVL, OLDTRNEXT, OLDTRNEXL, OLDTRNAVT, OLDTRNAVL, NEWREMINCB, NEWREMINCL, NEWREMDECB, NEWREMDECL, NEWREMEQLB, NEWREMEQLL, ATTYFLAG, AGENT, BLDGCL, TAXCL_NEW, TAXCL_ORIG, REM_TYPE, STATUS, WEN, WHO, CUR, SEQ, TAXYR, CASENO, TRKNO, PARID, JUR, UPD_STATUS",NA,NA,NA
